1157,8.00,4.89,1.96,0.00,2228.74,0.00,0.00,1160.41
1161,10.00,4.89,1.96,0.00,2243.40,0.00,0.00,1227.86
1167,11.00,5.38,1.96,0.00,2234.60,0.00,0.00,1195.60
1171,10.00,4.89,1.96,0.00,2228.74,0.00,0.00,1204.40
1176,12.00,5.87,1.96,0.00,2234.60,0.00,0.00,1198.53
1180,10.00,4.89,1.47,0.00,2225.81,0.00,0.00,1195.60
1185,11.00,5.87,1.96,0.00,2234.60,0.00,0.00,1207.33
1189,11.00,4.89,2.44,0.00,2234.60,0.00,14.66,1201.47
1194,11.00,4.89,1.96,0.00,2255.13,20.53,0.00,1198.53
1198,10.00,4.89,1.47,0.00,2231.67,20.53,2.93,1175.07
1203,10.00,5.38,2.44,0.00,2231.67,0.00,0.00,1245.45
1208,11.00,4.89,0.49,0.00,2228.74,0.00,0.00,1195.60
1213,8.00,4.89,1.96,0.00,2225.81,0.00,0.00,1183.87
1217,10.00,5.38,1.96,0.00,2234.60,0.00,0.00,1204.40
1222,11.00,4.40,1.96,0.00,2231.67,0.00,17.60,1210.26
1226,11.00,4.89,1.47,0.00,2228.74,14.66,0.00,1219.06
1231,13.00,4.89,1.96,0.00,2234.60,0.00,14.66,1260.12
1236,11.00,3.42,1.47,0.00,2234.60,0.00,0.00,1207.33
1240,9.00,4.89,1.47,0.00,2231.67,0.00,0.00,1139.88
1245,10.00,6.35,2.44,0.00,2234.60,0.00,20.53,1178.01
1250,11.00,4.89,1.96,0.00,2231.67,0.00,11.73,1242.52
1255,11.00,4.89,1.47,0.00,2228.74,0.00,0.00,1186.80
1259,10.00,5.38,2.44,0.00,2240.47,0.00,0.00,1248.39
1264,11.00,4.89,1.96,0.00,2231.67,0.00,0.00,1163.34
1268,10.00,5.87,1.96,0.00,2234.60,0.00,0.00,1192.67
1273,11.00,4.89,1.96,0.00,2231.67,0.00,0.00,1192.67
1277,11.00,4.40,1.96,0.00,2255.13,17.60,0.00,1201.47
1282,12.00,4.89,1.96,0.00,2231.67,17.60,0.00,1198.53
